entity	relation	tag
2487	film.person_or_entity_appearing_in_film.film	5438
2241	film.distributor.film	8116
695	taggedAs	9443
2365	taggedAs	9508
863	taggedAs	9551
3235	taggedAs	9398
2096	film.actor.film	8660
777	film.actor.film	4943
2372	taggedAs	10203
1775	taggedAs	13913
3093	taggedAs	9447
41	taggedAs	9420
3598	film.actor.film	8669
794	taggedAs	12904
1703	taggedAs	12924
912	film.person_or_entity_appearing_in_film.film	5470
2241	film.production_company.film	7019
3676	film.actor.film	4451
1624	taggedAs	9491
487	taggedAs	10259
1947	taggedAs	10194
2378	award.nominee.award_nominations	5487
998	film.actor.film	7324
763	taggedAs	11198
3321	film.actor.film	6732
191	taggedAs	10188
2241	film.distributor.film	8362
67	taggedAs	9456
2241	film.distributor.film	5902
358	taggedAs	9454
1430	film.person_or_entity_appearing_in_film.film	8548
2040	film.person_or_entity_appearing_in_film.film	8150
2981	taggedAs	10200
31	business.operation.industry	6189
486	taggedAs	11197
776	taggedAs	16340
477	taggedAs	10102
1188	people.person.place_of_birth	4362
1046	taggedAs	9447
1212	taggedAs	15526
958	taggedAs	9377
2359	taggedAs	10463
1251	film.actor.film	8744
1969	taggedAs	9382
325	taggedAs	9716
1118	taggedAs	9365
2241	film.production_company.film	9329
480	taggedAs	10650
987	film.person_or_entity_appearing_in_film.film	7952
2241	film.distributor.film	8385
2370	people.person.place_of_birth	3899
2635	film.person_or_entity_appearing_in_film.film	7668
196	taggedAs	9398
3108	people.person.place_of_birth	4171
591	taggedAs	9668
2229	taggedAs	21393
3664	music.artist.origin	7675
1650	music.artist.origin	4391
450	taggedAs	9388
3498	film.person_or_entity_appearing_in_film.film	3977
2822	taggedAs	9494
383	film.actor.film	7106
2241	film.production_company.film	8628
97	taggedAs	9656
1726	award.competitor.award_nominations	6853
1671	taggedAs	15535
2402	film.director.film	5913
202	taggedAs	9494
232	taggedAs	9580
1735	taggedAs	9382
538	film.person_or_entity_appearing_in_film.film	4995
3296	film.actor.film	8723
79	film.person_or_entity_appearing_in_film.film	6970
623	film.actor.film	9206
1153	film.person_or_entity_appearing_in_film.film	7275
624	taggedAs	10388
518	taggedAs	9445
1394	taggedAs	9570
1721	music.artist.origin	3942
387	film.actor.film	8848
1592	taggedAs	17600
3534	taggedAs	9437
2896	taggedAs	9751
538	taggedAs	9388
1930	taggedAs	9564
3041	taggedAs	19188
74	film.actor.film	8411
1417	taggedAs	9445
254	taggedAs	9438
436	film.actor.film	8212
608	taggedAs	19594
289	taggedAs	10107
844	taggedAs	10195
357	taggedAs	9716
96	taggedAs	9580
2241	film.distributor.film	7754
74	film.person_or_entity_appearing_in_film.film	4717
3486	film.actor.film	4580
966	taggedAs	9491
517	taggedAs	9385
790	film.person_or_entity_appearing_in_film.film	4082
1479	film.person_or_entity_appearing_in_film.film	7763
1748	film.person_or_entity_appearing_in_film.film	5979
3643	location.location.contained_by	6249
3039	taggedAs	9440
3659	people.person.place_of_birth	4357
3245	taggedAs	9443
2742	taggedAs	9751
678	taggedAs	9397
539	taggedAs	9892
224	taggedAs	9443
2291	music.artist.origin	4963
3843	taggedAs	9437
2508	taggedAs	9647
2953	film.person_or_entity_appearing_in_film.film	4968
1719	taggedAs	10193
617	taggedAs	15992
1153	film.actor.film	4659
2125	film.person_or_entity_appearing_in_film.film	6327
2661	taggedAs	9494
1357	film.actor.film	7077
568	music.artist.origin	4057
920	taggedAs	21393
2430	film.actor.film	4296
109	taggedAs	10587
79	taggedAs	9872
787	taggedAs	10719
1230	taggedAs	11713
3598	film.actor.film	8190
3266	music.artist.origin	4616
2236	taggedAs	9491
3102	taggedAs	9540
21	taggedAs	15534
418	taggedAs	9449
939	taggedAs	9442
190	taggedAs	9485
1525	film.actor.film	5277
1236	taggedAs	18802
740	taggedAs	10736
869	taggedAs	10370
3348	taggedAs	10721
2065	taggedAs	9580
2469	taggedAs	9629
3197	people.person.place_of_birth	4455
3128	taggedAs	9485
2910	taggedAs	9445
3156	music.artist.origin	3916
128	taggedAs	10447
306	music.artist.album	8404
827	taggedAs	9593
52	taggedAs	11007
177	film.person_or_entity_appearing_in_film.film	7410
2647	taggedAs	9436
1496	film.person_or_entity_appearing_in_film.film	4124
538	taggedAs	17667
410	film.actor.film	8379
187	taggedAs	9377
74	taggedAs	19109
2538	music.artist.origin	4087
500	taggedAs	9716
1137	music.artist.origin	7399
2161	award.nominee.award_nominations	9118
3317	film.person_or_entity_appearing_in_film.film	3893
1327	taggedAs	11501
3205	music.artist.origin	4150
1910	film.film.genre	8133
932	taggedAs	9609
278	film.person_or_entity_appearing_in_film.film	8796
1516	taggedAs	9909
356	taggedAs	9673
3738	cvg.publisher.games_published	4138
2241	film.production_company.film	6551
289	taggedAs	9365
527	taggedAs	10070
115	taggedAs	9564
964	taggedAs	9397
221	taggedAs	10077
2490	taggedAs	10720
2877	film.actor.film	5121
2070	film.person_or_entity_appearing_in_film.film	6307
3544	film.actor.film	3948
2070	film.actor.film	8248
2366	music.artist.origin	5265
1399	taggedAs	9796
3262	taggedAs	9443
70	taggedAs	9592
1046	taggedAs	9384
117	taggedAs	9494
183	taggedAs	9595
55	taggedAs	9656
1707	film.person_or_entity_appearing_in_film.film	4846
949	film.writer.film	4029
785	film.person_or_entity_appearing_in_film.film	4594
106	film.person_or_entity_appearing_in_film.film	8716
543	taggedAs	9365
3498	film.actor.film	4766
735	taggedAs	11199
2297	film.actor.film	4591
3611	taggedAs	9551
1870	taggedAs	9437
434	film.actor.film	8100
3498	taggedAs	9466
790	taggedAs	12914
895	film.person_or_entity_appearing_in_film.film	4066
1650	taggedAs	11328
1191	taggedAs	11482
408	film.actor.film	6575
1415	taggedAs	9385
3282	film.person_or_entity_appearing_in_film.film	4127
67	film.actor.film	6627
1218	people.person.place_of_birth	5258
2147	film.actor.film	5981
672	film.person_or_entity_appearing_in_film.film	5579
199	taggedAs	9551
1556	taggedAs	9491
1537	music.artist.origin	3864
535	taggedAs	9453
3179	film.person_or_entity_appearing_in_film.film	4728
3827	film.person_or_entity_appearing_in_film.film	6488
956	taggedAs	12412
1086	taggedAs	9494
1668	taggedAs	9389
510	people.person.place_of_birth	8207
891	taggedAs	9559
480	taggedAs	9388
1195	taggedAs	17301
3	taggedAs	9368
250	music.artist.origin	3885
2429	taggedAs	9556
472	taggedAs	13017
3548	taggedAs	9466
1462	taggedAs	10991
1352	people.person.profession	4221
591	taggedAs	9891
251	taggedAs	9453
2621	film.actor.film	7973
47	taggedAs	9542
275	taggedAs	16165
2636	film.person_or_entity_appearing_in_film.film	8461
1727	taggedAs	9378
1338	taggedAs	9379
1308	film.person_or_entity_appearing_in_film.film	6052
187	taggedAs	9593
2024	taggedAs	9388
1509	music.artist.origin	4552
127	taggedAs	14138
3443	taggedAs	9543
484	film.person_or_entity_appearing_in_film.film	4459
2866	taggedAs	11506
2635	film.actor.film	7668
2876	taggedAs	16188
1464	film.actor.film	4147
1257	taggedAs	10326
1473	film.person_or_entity_appearing_in_film.film	5281
3735	music.artist.origin	5125
3736	taggedAs	9546
670	taggedAs	9975
96	taggedAs	9562
1175	taggedAs	15849
552	film.actor.film	8683
2785	music.musician.instruments_played	6260
2924	film.person_or_entity_appearing_in_film.film	3969
2904	film.person_or_entity_appearing_in_film.film	7679
40	taggedAs	9649
1592	music.artist.origin	4362
1249	film.actor.film	6503
570	taggedAs	9559
774	film.actor.film	4538
564	taggedAs	9503
1624	film.person_or_entity_appearing_in_film.film	4790
1004	taggedAs	9491
1733	taggedAs	9751
206	taggedAs	13984
2290	taggedAs	10717
1458	film.actor.film	5248
2670	film.person_or_entity_appearing_in_film.film	5837
1136	taggedAs	9397
2455	taggedAs	9378
3738	cvg.publisher.games_published	7044
796	taggedAs	12909
684	taggedAs	9389
2636	film.actor.film	7771
484	taggedAs	9531
1037	taggedAs	9498
161	taggedAs	9548
87	taggedAs	17668
2169	music.artist.origin	7124
2268	people.person.place_of_birth	6111
3130	music.artist.origin	6343
1082	film.person_or_entity_appearing_in_film.film	8356
509	music.artist.origin	4057
1772	taggedAs	12412
458	film.actor.film	4553
2973	taggedAs	9452
36	taggedAs	15808
643	film.actor.film	5187
374	taggedAs	10004
1695	film.person_or_entity_appearing_in_film.film	7525
105	taggedAs	9472
2066	taggedAs	9438
2544	taggedAs	9494
432	film.person_or_entity_appearing_in_film.film	3861
3423	film.actor.film	7766
301	taggedAs	9540
114	taggedAs	9420
360	taggedAs	19183
2806	music.artist.origin	4094
727	taggedAs	9716
2941	people.deceased_person.place_of_death	5161
374	taggedAs	9668
2038	taggedAs	9413
2369	taggedAs	9381
2184	taggedAs	10070
500	taggedAs	9387
2696	taggedAs	12739
119	taggedAs	10203
2981	taggedAs	9577
3632	taggedAs	9484
2343	film.person_or_entity_appearing_in_film.film	7240
1101	taggedAs	9445
1986	taggedAs	9491
1567	people.person.place_of_birth	4369
2215	taggedAs	9388
34	film.actor.film	7054
50	taggedAs	9437
389	taggedAs	10717
3738	cvg.publisher.games_published	8137
2797	taggedAs	9388
147	taggedAs	16188
1567	music.artist.origin	8453
1473	film.person_or_entity_appearing_in_film.film	6127
185	taggedAs	9388
2946	taggedAs	11560
79	taggedAs	11035
2752	taggedAs	9382
3561	film.actor.film	5674
254	music.artist.origin	3963
2635	film.actor.film	6357
777	film.actor.film	5938
46	taggedAs	9876
2252	taggedAs	10717
1469	taggedAs	9735
3132	film.person_or_entity_appearing_in_film.film	9238
385	taggedAs	20863
1218	taggedAs	21243
2603	film.person_or_entity_appearing_in_film.film	8170
1333	taggedAs	9397
1715	taggedAs	9437
997	film.person_or_entity_appearing_in_film.film	5484
879	taggedAs	11319
2963	film.actor.film	9025
1907	taggedAs	10107
735	taggedAs	9385
3508	film.actor.film	9104
3485	music.artist.origin	6067
1393	taggedAs	9443
1833	film.person_or_entity_appearing_in_film.film	8927
2241	film.distributor.film	7228
1587	film.person_or_entity_appearing_in_film.film	4820
2063	event.agent.performance	4603
120	taggedAs	9668
49	film.actor.film	8845
429	taggedAs	9574
1671	taggedAs	10200
1345	music.musician.instruments_played	4349
646	film.actor.film	5025
1141	film.actor.film	7739
3738	games.publisher.games_published	6179
163	taggedAs	10859
1156	music.artist.origin	7433
1313	taggedAs	9742
131	taggedAs	9388
356	music.artist.track	9176
289	taggedAs	9390
2819	film.actor.film	5701
1675	taggedAs	9443
1601	film.actor.film	9037
865	taggedAs	9660
1126	music.artist.origin	3971
3297	film.actor.film	4281
979	music.artist.origin	4552
371	taggedAs	9672
3007	taggedAs	9663
2241	film.production_company.film	4891
625	film.actor.film	5032
2810	people.person.place_of_birth	4094
3598	film.person_or_entity_appearing_in_film.film	9075
67	film.actor.film	6207
2073	taggedAs	9685
878	taggedAs	21155
1601	film.actor.film	7914
1786	film.person_or_entity_appearing_in_film.film	5869
1100	people.person.place_of_birth	8956
1215	music.artist.origin	4800
171	taggedAs	9570
3699	taggedAs	9559
2579	taggedAs	9378
325	taggedAs	9491
2241	film.distributor.film	4734
728	taggedAs	9434
550	taggedAs	17664
3631	taggedAs	9663
920	taggedAs	11007
310	music.artist.origin	4357
1082	taggedAs	9454
1483	taggedAs	9397
2998	film.person_or_entity_appearing_in_film.film	6094
104	taggedAs	9491
229	music.artist.origin	4214
899	film.actor.film	4980
236	taggedAs	9445
446	film.actor.film	8906
330	taggedAs	9438
2670	film.actor.film	5837
407	film.person_or_entity_appearing_in_film.film	7035
2665	taggedAs	9382
2020	music.artist.origin	4362
1147	taggedAs	9365
1130	taggedAs	9649
2161	taggedAs	21241
863	taggedAs	17258
517	taggedAs	16619
13	taggedAs	9452
197	taggedAs	9551
956	taggedAs	9403
491	people.person.place_of_birth	4057
1605	taggedAs	10562
3371	taggedAs	9570
1462	film.person_or_entity_appearing_in_film.film	7523
3094	film.actor.film	8246
1962	film.actor.film	5312
3738	cvg.publisher.games_published	4295
1865	music.artist.origin	3860
1311	music.artist.origin	3864
1082	taggedAs	11370
878	taggedAs	10178
3532	taggedAs	9448
645	film.person_or_entity_appearing_in_film.film	7609
2070	film.person_or_entity_appearing_in_film.film	6903
37	taggedAs	9448
2795	taggedAs	9656
1130	taggedAs	10203
1612	taggedAs	9467
2504	music.artist.origin	4808
119	taggedAs	9591
3837	music.musician.instruments_played	5619
2070	film.actor.film	9038
2071	taggedAs	9965
1453	film.person_or_entity_appearing_in_film.film	5848
1308	taggedAs	9434
295	taggedAs	10898
2241	film.production_company.film	7148
361	taggedAs	9388
57	taggedAs	9443
697	taggedAs	9670
941	taggedAs	10214
1211	event.agent.performance	4729
1336	taggedAs	9403
912	taggedAs	12908
3673	taggedAs	9403
3709	music.artist.origin	3864
1651	people.person.place_of_birth	4362
232	taggedAs	10188
289	taggedAs	9555
1249	film.actor.film	5333
1808	film.actor.film	9221
45	taggedAs	13692
1464	film.actor.film	7291
2070	film.actor.film	4750
973	music.artist.origin	7218
3484	taggedAs	9694
1533	taggedAs	9394
2635	film.person_or_entity_appearing_in_film.film	7301
354	taggedAs	17665
2668	film.actor.film	5791
1280	film.actor.film	4363
1775	taggedAs	10101
3819	taggedAs	9388
765	music.artist.origin	4552
74	taggedAs	12543
3317	taggedAs	9389
252	taggedAs	9751
3235	event.agent.performance	5097
2927	taggedAs	9438
276	taggedAs	9728
2450	taggedAs	9577
2637	film.film.director	5214
330	taggedAs	9382
2289	film.actor.film	4494
807	music.artist.album	5460
2158	taggedAs	10461
799	taggedAs	15617
2269	taggedAs	9467
1358	film.actor.film	5642
527	taggedAs	10451
50	taggedAs	13653
70	film.actor.film	7315
3509	film.person_or_entity_appearing_in_film.film	7389
2573	music.artist.origin	5061
1385	taggedAs	9660
133	taggedAs	9845
3709	taggedAs	9466
356	taggedAs	9555
2478	taggedAs	9445
1707	music.artist.origin	4362
3321	film.person_or_entity_appearing_in_film.film	6732
1656	film.person_or_entity_appearing_in_film.film	9250
2636	film.actor.film	7413
643	film.actor.film	8337
589	taggedAs	9673
2944	taggedAs	9380
25	taggedAs	9388
204	taggedAs	9403
1889	taggedAs	9466
1639	taggedAs	17360
21	film.actor.film	4646
55	taggedAs	17425
2337	film.person_or_entity_appearing_in_film.film	4437
75	taggedAs	11035
102	taggedAs	9613
702	taggedAs	9494
2587	taggedAs	9656
1397	taggedAs	9796
3827	film.actor.film	4908
2260	people.person.place_of_birth	5509
3321	film.actor.film	4698
47	taggedAs	9544
941	taggedAs	10586
3180	taggedAs	9909
1715	taggedAs	17302
3738	games.publisher.games_published	5772
2075	taggedAs	9445
1705	taggedAs	12919
1632	film.person_or_entity_appearing_in_film.film	3937
158	taggedAs	9410
2778	taggedAs	9447
2241	film.distributor.film	6548
2325	taggedAs	9388
224	taggedAs	9445
2699	taggedAs	9448
810	people.deceased_person.place_of_death	6343
354	taggedAs	11334
521	film.person_or_entity_appearing_in_film.film	8086
161	taggedAs	17161
459	taggedAs	9890
517	taggedAs	9656
1416	taggedAs	9580
2487	film.actor.film	8649
2241	film.distributor.film	8758
2050	film.person_or_entity_appearing_in_film.film	4117
1610	music.artist.origin	4583
1748	taggedAs	9716
1374	taggedAs	10856
3193	music.artist.origin	4057
30	film.actor.film	4498
646	film.person_or_entity_appearing_in_film.film	6890
2968	film.actor.film	7659
194	film.actor.film	5476
707	taggedAs	9551
490	taggedAs	11098
241	taggedAs	9559
3375	taggedAs	10099
3420	taggedAs	9491
1576	taggedAs	10004
2555	taggedAs	9487
742	music.artist.origin	6649
89	taggedAs	9394
2969	taggedAs	9911
2535	people.person.place_of_birth	9076
1092	taggedAs	11560
146	taggedAs	13627
3704	taggedAs	12606
614	taggedAs	9388
3606	taggedAs	9437
2688	film.actor.film	4390
1807	taggedAs	10200
376	taggedAs	9596
1773	film.person_or_entity_appearing_in_film.film	8316
1353	film.person_or_entity_appearing_in_film.film	7643
2265	music.artist.origin	4224
3434	taggedAs	9382
1954	taggedAs	9651
2453	taggedAs	9445
2635	film.producer.film	8276
1148	taggedAs	9750
265	taggedAs	9438
3631	people.deceased_person.place_of_death	4732
833	taggedAs	9437
3139	people.deceased_person.place_of_death	4347
793	film.actor.film	6865
3738	cvg.publisher.games_published	7382
445	taggedAs	9420
231	taggedAs	9673
437	film.person_or_entity_appearing_in_film.film	7537
659	taggedAs	9365
2241	film.production_company.film	7706
1881	taggedAs	9388
1547	taggedAs	16340
2324	film.film.language	4076
2633	film.actor.film	4956
1618	film.actor.film	7854
1744	film.person_or_entity_appearing_in_film.film	4871
331	music.artist.origin	4852
1618	film.actor.film	4407
862	taggedAs	9388
2689	type.object.subject_key	2689
79	film.person_or_entity_appearing_in_film.film	7958
1816	film.actor.film	7299
729	taggedAs	10562
2159	film.actor.film	8464
1542	taggedAs	9437
542	taggedAs	9389
2226	taggedAs	10083
346	music.artist.origin	4362
3792	film.person_or_entity_appearing_in_film.film	3901
2636	film.person_or_entity_appearing_in_film.film	4555
1122	taggedAs	21629
3396	film.actor.film	8121
1091	taggedAs	13664
52	taggedAs	19594
2241	film.distributor.film	8858
2311	film.person_or_entity_appearing_in_film.film	5821
1045	taggedAs	10188
827	taggedAs	11581
2241	film.distributor.film	4194
136	taggedAs	9668
231	taggedAs	21102
436	film.person_or_entity_appearing_in_film.film	7916
2830	film.person_or_entity_appearing_in_film.film	5580
377	film.person_or_entity_appearing_in_film.film	9294
257	taggedAs	9380
403	taggedAs	9365
1249	film.actor.film	5332
141	taggedAs	9616
2213	taggedAs	9845
831	taggedAs	9379
96	taggedAs	9670
3355	taggedAs	9443
741	music.artist.album	4256
2201	people.person.place_of_birth	6012
1064	taggedAs	9403
1608	music.artist.origin	4013
1243	taggedAs	13174
1633	film.person_or_entity_appearing_in_film.film	7714
437	film.person_or_entity_appearing_in_film.film	5955
2210	taggedAs	10616
1046	taggedAs	9396
2241	film.distributor.film	7494
459	taggedAs	17359
2092	music.artist.origin	5405
966	taggedAs	9398
3665	film.actor.film	8011
1494	taggedAs	9656
2448	taggedAs	12056
460	taggedAs	10811
1496	taggedAs	9594
3287	taggedAs	9484
3673	taggedAs	9425
1003	music.artist.origin	5127
3091	taggedAs	9382
2689	taggedAs	9467
3179	film.actor.film	8041
2281	music.artist.origin	3972
1167	taggedAs	10736
1624	taggedAs	9734
276	taggedAs	14291
2241	film.distributor.film	7647
388	taggedAs	21298
2892	film.actor.film	4423
265	music.artist.origin	5660
2124	taggedAs	9446
147	film.actor.film	3918
2876	music.musician.instruments_played	4349
3031	film.actor.film	5781
1795	taggedAs	9381
35	taggedAs	9788
3364	film.actor.film	9198
3534	taggedAs	12969
128	taggedAs	11275
379	film.person_or_entity_appearing_in_film.film	5593
445	taggedAs	9485
2241	film.distributor.film	6300
1128	taggedAs	9670
1750	film.actor.film	4902
484	taggedAs	17870
184	taggedAs	9594
732	taggedAs	9411
184	taggedAs	9661
3784	film.editor.film	4601
2197	taggedAs	9494
1114	taggedAs	9753
445	taggedAs	9574
232	taggedAs	9498
3738	cvg.publisher.games_published	7899
