user	relation	tag
1145	friendWith	578
1832	createdTag	2295
1447	friendWith	1568
421	friendWith	1742
1262	friendWith	1742
78	friendWith	926
159	createdTag	2234
1130	friendWith	2016
985	friendWith	1308
1247	friendWith	757
966	friendWith	1069
499	friendWith	306
1642	friendWith	1432
847	friendWith	1761
1450	friendWith	1054
1380	createdTag	2284
1281	friendWith	1479
80	friendWith	1599
955	createdTag	2291
691	friendWith	749
1689	createdTag	2813
1071	friendWith	1069
541	friendWith	800
1253	friendWith	223
922	createdTag	2113
1832	createdTag	2234
1669	createdTag	2178
1357	friendWith	823
1627	friendWith	450
946	friendWith	1632
691	friendWith	701
1983	friendWith	1017
910	friendWith	1503
2068	friendWith	1560
1773	friendWith	1263
66	createdTag	2987
545	createdTag	2385
1128	friendWith	1453
849	createdTag	5934
405	friendWith	378
336	createdTag	2901
224	createdTag	4291
24	friendWith	419
1804	friendWith	1380
1597	friendWith	363
480	createdTag	2118
196	createdTag	2924
1869	friendWith	1298
1198	friendWith	1452
147	friendWith	667
2006	friendWith	1035
847	friendWith	1606
701	friendWith	555
224	friendWith	2025
229	friendWith	232
1329	friendWith	1581
101	createdTag	2280
795	friendWith	1503
162	friendWith	1895
382	createdTag	2313
790	friendWith	16
364	createdTag	3035
1607	friendWith	531
1245	createdTag	10161
1463	createdTag	11529
1918	friendWith	2051
226	friendWith	232
190	createdTag	2950
1277	createdTag	4215
1686	createdTag	2295
1982	friendWith	1371
214	friendWith	531
709	friendWith	1473
1424	friendWith	18
1310	friendWith	340
2040	friendWith	1450
196	friendWith	761
753	friendWith	63
1742	friendWith	481
1821	friendWith	129
1478	friendWith	1381
1319	createdTag	2295
1664	createdTag	2173
339	friendWith	503
421	friendWith	1263
1113	friendWith	1572
1179	friendWith	1132
439	createdTag	2470
2084	friendWith	1804
1905	friendWith	1617
582	createdTag	2478
1102	friendWith	1002
1424	friendWith	1120
1065	friendWith	1300
1202	friendWith	428
1087	friendWith	824
1006	friendWith	61
417	createdTag	2924
256	friendWith	332
292	createdTag	2175
1535	createdTag	2950
527	friendWith	95
1333	friendWith	1922
1356	friendWith	1017
1659	friendWith	327
1123	friendWith	1008
1660	friendWith	1330
1709	friendWith	325
1281	friendWith	513
7	friendWith	46
703	friendWith	809
133	friendWith	1277
936	createdTag	2147
1007	createdTag	8404
311	friendWith	671
753	friendWith	378
157	friendWith	2093
1135	friendWith	1133
214	friendWith	963
998	friendWith	332
111	createdTag	2147
730	friendWith	1365
211	friendWith	1103
936	createdTag	2118
317	friendWith	114
317	friendWith	1554
144	friendWith	236
1800	createdTag	2179
258	friendWith	1053
1938	friendWith	1805
1343	friendWith	1393
1516	friendWith	473
22	friendWith	1589
1567	friendWith	1394
496	friendWith	1779
761	friendWith	1229
1411	friendWith	1625
596	createdTag	2594
1455	friendWith	804
1984	friendWith	212
1898	friendWith	749
778	friendWith	232
966	friendWith	1130
1590	friendWith	1136
884	friendWith	1665
1659	friendWith	518
1963	createdTag	2608
47	friendWith	132
1130	friendWith	1288
765	friendWith	1381
1760	createdTag	2202
315	friendWith	1071
415	friendWith	481
283	createdTag	2113
1959	friendWith	1272
403	createdTag	2188
1023	friendWith	120
1690	friendWith	1567
1832	createdTag	2126
1339	friendWith	2042
329	friendWith	1600
1662	createdTag	2120
965	friendWith	1053
1343	friendWith	183
1793	friendWith	1430
196	createdTag	2326
545	createdTag	2202
1690	friendWith	1568
129	friendWith	385
302	friendWith	1365
1433	friendWith	636
1851	createdTag	2306
727	friendWith	1238
46	friendWith	2037
531	friendWith	723
421	friendWith	730
1423	createdTag	2408
1766	friendWith	130
59	friendWith	388
692	createdTag	7021
1206	friendWith	1543
53	friendWith	1503
831	friendWith	1805
1288	friendWith	1573
1742	friendWith	425
1975	createdTag	2169
1183	createdTag	2276
1906	friendWith	986
1671	friendWith	292
190	createdTag	2328
387	createdTag	2404
1247	friendWith	48
101	createdTag	2173
592	friendWith	260
49	createdTag	2408
355	friendWith	851
1263	friendWith	569
711	friendWith	157
1662	friendWith	1802
507	createdTag	2234
196	createdTag	2316
1568	friendWith	202
2072	friendWith	1535
831	friendWith	1761
1144	friendWith	303
1362	friendWith	899
289	friendWith	1785
1348	friendWith	240
730	friendWith	308
922	friendWith	370
1092	createdTag	2181
1308	friendWith	1184
1025	friendWith	1574
298	friendWith	1830
1301	friendWith	1445
1670	friendWith	1380
749	friendWith	1153
873	friendWith	340
1821	friendWith	350
1486	friendWith	464
1730	friendWith	490
1087	friendWith	152
1128	createdTag	2209
2094	createdTag	2293
1614	friendWith	1842
851	friendWith	333
498	friendWith	1533
235	friendWith	377
941	friendWith	1813
936	createdTag	2287
127	friendWith	12
232	friendWith	2088
1247	friendWith	1773
1585	createdTag	12072
692	createdTag	3693
964	friendWith	946
78	friendWith	1604
1708	createdTag	2181
317	friendWith	1258
1659	friendWith	1606
1025	friendWith	70
669	friendWith	1023
37	friendWith	142
922	createdTag	2330
196	createdTag	2310
2039	friendWith	1057
439	createdTag	4885
581	createdTag	2452
2066	createdTag	2281
1659	friendWith	675
327	friendWith	1820
529	createdTag	2173
79	friendWith	390
1560	createdTag	2316
1593	friendWith	1562
861	friendWith	1600
1503	friendWith	2037
1670	friendWith	2069
421	friendWith	1120
986	friendWith	637
534	friendWith	852
884	createdTag	2124
1138	createdTag	2118
11	friendWith	129
1263	friendWith	497
646	createdTag	2306
127	friendWith	731
1481	createdTag	2282
439	createdTag	2297
1253	createdTag	2230
1489	friendWith	514
697	createdTag	2115
911	friendWith	355
922	createdTag	8271
301	friendWith	1706
1313	friendWith	708
1629	createdTag	2124
349	friendWith	1553
1431	friendWith	1946
1357	friendWith	1426
656	createdTag	6811
1730	friendWith	1019
228	createdTag	2184
1797	friendWith	1685
227	friendWith	1017
217	friendWith	128
581	friendWith	1567
1290	friendWith	1662
621	friendWith	1300
1639	createdTag	12330
1659	friendWith	808
1730	createdTag	2178
179	friendWith	129
119	friendWith	1543
1832	createdTag	2334
1165	friendWith	762
1473	friendWith	1478
121	friendWith	1568
743	createdTag	2124
1284	friendWith	78
812	createdTag	2277
85	friendWith	157
935	createdTag	2130
1300	friendWith	152
159	friendWith	636
211	createdTag	2117
1653	friendWith	129
1184	friendWith	1606
581	friendWith	910
743	friendWith	1249
260	friendWith	144
844	friendWith	247
142	friendWith	480
1811	friendWith	1275
1777	friendWith	2075
1975	createdTag	2126
248	friendWith	289
1749	friendWith	1554
343	friendWith	845
298	friendWith	825
1060	friendWith	1543
1664	createdTag	2178
709	friendWith	550
686	createdTag	2950
396	friendWith	124
1108	friendWith	1249
1565	createdTag	2181
327	friendWith	415
1365	friendWith	1263
582	createdTag	2294
147	friendWith	1137
1245	createdTag	2385
1697	friendWith	6
198	friendWith	1603
232	createdTag	2230
339	friendWith	1332
692	friendWith	608
1621	createdTag	2167
790	friendWith	2020
396	createdTag	2338
720	createdTag	2176
1545	createdTag	2645
1277	createdTag	2181
490	createdTag	2276
520	createdTag	2173
530	createdTag	2120
1112	createdTag	2187
513	createdTag	2704
571	friendWith	691
1503	friendWith	195
1461	createdTag	2173
1196	friendWith	1772
753	createdTag	2124
575	friendWith	1653
1164	createdTag	9687
545	createdTag	2178
1688	friendWith	2038
1002	friendWith	380
675	friendWith	497
692	createdTag	3693
2087	friendWith	569
137	createdTag	2446
150	friendWith	702
1055	createdTag	2506
162	friendWith	1189
499	friendWith	665
1245	createdTag	4852
808	friendWith	311
306	friendWith	1653
557	createdTag	2700
749	friendWith	790
951	friendWith	2003
1233	createdTag	2708
1782	friendWith	280
1600	friendWith	310
1973	friendWith	1462
1311	friendWith	778
1771	friendWith	1773
621	friendWith	1742
972	createdTag	2181
673	friendWith	1809
49	friendWith	1102
1281	friendWith	334
387	createdTag	2926
1553	friendWith	1662
1780	friendWith	280
2054	friendWith	1607
616	friendWith	107
2003	createdTag	2133
1458	friendWith	2036
1766	friendWith	816
311	friendWith	501
335	friendWith	1600
310	friendWith	514
280	friendWith	339
486	friendWith	836
1659	friendWith	717
842	friendWith	1719
749	friendWith	1515
1666	friendWith	1766
1971	friendWith	1397
117	createdTag	2292
260	friendWith	1247
1445	createdTag	2264
250	friendWith	1660
831	friendWith	1230
859	friendWith	730
1331	createdTag	2532
1380	createdTag	2234
405	createdTag	2740
1597	friendWith	401
15	friendWith	1993
1017	friendWith	1572
1667	friendWith	211
12	friendWith	400
1184	friendWith	501
1088	createdTag	9203
911	friendWith	1348
1679	createdTag	2230
2016	friendWith	1254
541	createdTag	2188
440	createdTag	2295
361	friendWith	678
260	friendWith	592
859	friendWith	499
351	friendWith	57
2046	createdTag	2675
1973	friendWith	1820
1364	friendWith	107
1171	friendWith	938
230	friendWith	385
2033	createdTag	2179
253	friendWith	1457
1880	friendWith	1145
455	friendWith	1213
58	friendWith	1017
1210	friendWith	96
171	createdTag	2124
1782	friendWith	129
1543	friendWith	1114
861	friendWith	1290
247	createdTag	2173
1741	friendWith	265
254	friendWith	629
994	createdTag	2230
1903	friendWith	749
1380	friendWith	1603
1773	friendWith	1895
1865	createdTag	2173
441	createdTag	2118
441	friendWith	1210
473	friendWith	1690
1986	friendWith	1488
1058	friendWith	311
297	createdTag	2295
1052	createdTag	2181
1247	friendWith	1033
494	createdTag	3312
1445	createdTag	2762
1445	createdTag	4070
1850	createdTag	2701
132	friendWith	226
851	friendWith	1229
396	createdTag	2333
1087	friendWith	619
248	friendWith	47
1663	friendWith	1533
1783	friendWith	1264
511	createdTag	2545
1745	createdTag	2281
927	friendWith	455
1856	friendWith	1023
533	createdTag	2230
1453	friendWith	399
1700	createdTag	4436
1284	friendWith	2003
361	friendWith	1253
327	friendWith	1356
2056	friendWith	1989
609	friendWith	861
1907	createdTag	2139
1497	createdTag	2524
129	friendWith	2061
596	createdTag	2675
1522	friendWith	1931
736	createdTag	2227
795	friendWith	421
95	friendWith	701
332	friendWith	808
514	friendWith	1072
723	friendWith	1568
480	createdTag	2117
1458	friendWith	2091
137	friendWith	2068
1330	friendWith	1660
307	friendWith	1075
1364	friendWith	1625
2053	createdTag	2485
1952	friendWith	1438
1406	friendWith	1729
905	createdTag	2209
1777	friendWith	1281
1479	friendWith	265
609	friendWith	1961
1454	createdTag	2118
159	friendWith	437
232	friendWith	1135
480	friendWith	699
1709	friendWith	1410
845	friendWith	496
1202	createdTag	2230
1405	createdTag	2181
1926	createdTag	2230
1792	createdTag	2292
1607	friendWith	1365
218	friendWith	1835
1593	friendWith	1560
1832	createdTag	2313
655	friendWith	250
1032	createdTag	2446
46	friendWith	1880
1135	friendWith	179
171	createdTag	2179
144	friendWith	486
1343	friendWith	1389
675	friendWith	18
1907	createdTag	2303
1184	friendWith	659
111	createdTag	2114
671	friendWith	1294
1108	friendWith	1975
1283	createdTag	10407
750	friendWith	1125
1773	friendWith	132
1880	friendWith	534
545	friendWith	790
1900	createdTag	3453
908	createdTag	2107
473	friendWith	256
542	friendWith	531
2018	friendWith	1343
941	friendWith	852
1907	createdTag	3373
708	friendWith	341
1249	friendWith	1761
508	friendWith	149
1826	createdTag	2161
1907	createdTag	2125
1973	friendWith	1179
2051	friendWith	313
927	friendWith	1026
831	friendWith	110
779	createdTag	2101
1305	friendWith	339
1832	createdTag	2172
261	createdTag	2476
765	createdTag	2187
578	createdTag	2149
1826	friendWith	1804
190	createdTag	4065
1179	friendWith	1278
1723	friendWith	1167
1532	friendWith	1458
936	createdTag	2118
84	createdTag	2178
129	friendWith	1963
1375	createdTag	2187
102	createdTag	2310
1060	createdTag	2118
2096	createdTag	2124
691	friendWith	888
998	friendWith	561
1164	friendWith	210
2059	friendWith	79
1245	createdTag	2269
1989	createdTag	2936
1575	createdTag	4648
1532	friendWith	1478
1924	friendWith	1603
1981	createdTag	2118
1457	friendWith	795
1368	friendWith	1489
1247	friendWith	514
439	createdTag	3466
1069	friendWith	905
913	friendWith	266
530	createdTag	2113
1283	createdTag	10403
665	friendWith	1835
380	friendWith	405
858	createdTag	2205
1544	friendWith	1196
1139	friendWith	1956
730	friendWith	400
2100	createdTag	4187
1979	friendWith	963
481	friendWith	129
311	friendWith	1806
143	friendWith	1866
1879	createdTag	2101
592	friendWith	1666
1011	friendWith	946
1369	friendWith	1898
428	friendWith	290
439	createdTag	5640
1087	friendWith	1964
692	createdTag	2228
459	friendWith	1543
1522	createdTag	2179
1304	friendWith	46
1880	friendWith	671
361	friendWith	136
1299	friendWith	470
916	createdTag	3854
1478	friendWith	1071
831	friendWith	47
1937	friendWith	458
350	friendWith	1057
1888	friendWith	500
209	friendWith	361
1903	friendWith	1102
99	createdTag	2181
203	createdTag	2105
1530	friendWith	51
851	friendWith	1143
1356	friendWith	684
1626	friendWith	1666
1977	createdTag	2921
205	createdTag	2124
1628	friendWith	531
757	friendWith	400
1064	createdTag	2334
298	friendWith	1994
1629	createdTag	3592
121	friendWith	305
1879	createdTag	2202
1656	friendWith	1389
919	friendWith	1785
122	friendWith	37
1465	friendWith	158
1104	createdTag	2230
439	createdTag	5651
1210	friendWith	850
979	createdTag	2279
1568	friendWith	331
63	friendWith	1275
1865	createdTag	2675
150	friendWith	730
1682	friendWith	1741
530	createdTag	2179
439	createdTag	2470
538	friendWith	797
208	friendWith	51
925	friendWith	812
330	friendWith	930
31	friendWith	1514
1365	friendWith	906
743	createdTag	2421
1785	friendWith	635
1491	createdTag	2124
447	friendWith	78
150	friendWith	1869
159	friendWith	327
2	friendWith	1327
1476	friendWith	1356
1600	friendWith	1572
451	friendWith	1305
637	friendWith	1660
1956	friendWith	59
1479	friendWith	1501
142	friendWith	1601
405	createdTag	5352
1156	createdTag	2118
1223	friendWith	693
439	createdTag	3523
439	createdTag	2328
1525	friendWith	258
196	createdTag	2181
1503	friendWith	514
355	friendWith	882
1011	friendWith	1146
16	friendWith	1568
1012	friendWith	1316
2060	createdTag	2176
884	friendWith	636
387	createdTag	5275
30	friendWith	1283
133	friendWith	332
1281	friendWith	912
1459	friendWith	1342
248	createdTag	2139
1614	friendWith	30
1138	createdTag	2487
1136	friendWith	1590
527	createdTag	2118
437	friendWith	910
1532	friendWith	1445
964	createdTag	2173
430	friendWith	1210
726	friendWith	1283
1184	friendWith	1186
390	friendWith	684
985	friendWith	1773
842	friendWith	439
1977	createdTag	2921
1907	createdTag	2115
423	createdTag	3148
1332	friendWith	1560
1530	friendWith	760
589	friendWith	1023
1485	createdTag	2532
1283	friendWith	1491
396	createdTag	2190
1230	friendWith	1130
1934	createdTag	4760
754	friendWith	1543
1762	friendWith	318
1160	friendWith	758
1670	friendWith	127
1247	friendWith	256
377	createdTag	2715
1894	friendWith	1666
1879	createdTag	2181
941	createdTag	2396
723	friendWith	49
1243	createdTag	2146
936	createdTag	8356
442	friendWith	1456
708	friendWith	1309
749	friendWith	1898
1164	friendWith	1514
1163	friendWith	762
1545	createdTag	2506
414	friendWith	1568
1516	friendWith	1253
1478	friendWith	318
705	friendWith	621
414	friendWith	1851
1198	createdTag	2139
994	createdTag	2291
632	friendWith	1437
228	createdTag	2181
2085	friendWith	74
1708	createdTag	2489
882	friendWith	815
795	friendWith	390
490	friendWith	849
256	friendWith	473
120	friendWith	1525
1821	friendWith	46
413	friendWith	690
1230	friendWith	1543
396	createdTag	2114
43	friendWith	1469
310	createdTag	2139
1605	friendWith	1215
315	friendWith	691
1637	createdTag	2184
1678	friendWith	930
1869	friendWith	1310
1664	friendWith	744
776	createdTag	2178
625	createdTag	2118
59	friendWith	439
307	friendWith	1801
1453	friendWith	691
2021	friendWith	1423
747	createdTag	2294
842	friendWith	822
1832	friendWith	1783
2099	createdTag	2858
1263	friendWith	1593
538	friendWith	231
1058	friendWith	1516
1075	friendWith	718
761	friendWith	1209
1106	friendWith	1143
1642	friendWith	1255
1336	createdTag	2173
1832	createdTag	2118
1907	createdTag	2124
1760	createdTag	2227
851	friendWith	278
530	createdTag	2181
994	createdTag	2130
1029	createdTag	2608
837	createdTag	2147
1486	createdTag	2185
1813	friendWith	985
930	friendWith	1543
930	friendWith	1161
690	friendWith	310
1184	friendWith	1263
1056	friendWith	1346
1805	friendWith	1350
329	friendWith	1233
545	createdTag	2172
1243	createdTag	2452
815	friendWith	852
370	createdTag	2133
1503	friendWith	1479
1433	friendWith	419
1655	createdTag	2487
236	createdTag	2924
1308	friendWith	1249
387	createdTag	2725
198	friendWith	1353
1372	friendWith	1213
860	createdTag	2114
18	friendWith	401
1172	createdTag	2176
2067	createdTag	2280
405	friendWith	732
350	friendWith	1690
419	friendWith	1179
66	createdTag	2989
31	createdTag	2299
1700	createdTag	2487
225	createdTag	2478
1396	friendWith	890
405	createdTag	2392
1042	friendWith	1762
1172	createdTag	2715
691	friendWith	761
1356	friendWith	1143
335	friendWith	2027
1091	createdTag	2230
491	createdTag	2292
1248	friendWith	202
1272	friendWith	1788
414	friendWith	1056
1801	friendWith	838
1981	createdTag	2116
1103	createdTag	2230
722	friendWith	258
984	friendWith	1143
569	friendWith	1605
1824	createdTag	2184
390	friendWith	1447
1356	friendWith	470
244	friendWith	2039
1027	friendWith	236
1772	friendWith	686
730	friendWith	558
1909	friendWith	329
932	friendWith	1893
78	friendWith	805
1325	createdTag	2187
538	friendWith	1278
1188	friendWith	1381
1999	friendWith	1865
913	createdTag	2179
1434	friendWith	1600
162	friendWith	1381
2000	friendWith	938
1868	friendWith	1488
396	createdTag	2116
31	createdTag	2612
298	friendWith	419
1060	createdTag	2230
232	friendWith	150
996	createdTag	4634
530	createdTag	2115
1606	friendWith	1394
